city,code,air_name,air_pinyin
TAIF,TIF,,TAIF
TINGWON,TIG,,TINGWON
TIKEHAUATOLL,TIH,,TIKEHAUATOLL
TIRINKOT,TII,,TIRINKOT
蒂华那,TIJ,,TIJUANA
OKLAHOMACITY,TIK,,OKLAHOMACITYTINKERAF
TEMBAGAPURAT,TIM,,TEMBAGAPURATIMIKA
廷杜夫,TIN,,TINDOUF
TILIN,TIO,,TILIN
迪里波里,TIP,,TRIPOLI
TINIAN,TIQ,,TINIAN
TIRUPATI,TIR,,TIRUPATI
THURSDAYISLA,TIS,,THURSDAYISLAND
TIMARU,TIU,,TIMARU
蒂瓦特,TIV,,TIVAT
TITUSVILLESP,TIX,,TITUSVILLESPACECTR
TIDJIKJA,TIY,,TIDJIKJA
TARI,TIZ,,TARI
塔里哈,TJA,,TARIJA
TANJUNGBALAI,TJB,,TANJUNGBALAI
TANJUNGWARUK,TJG,,TANJUNGWARUKIN
TRUJILLOCAPI,TJI,,TRUJILLOCAPIRO
托卡特,TJK,,TOKAT
TYUMEN,TJM,,TYUMEN
TANJUNGPANDA,TJQ,,TANJUNGPANDANBULUTUM
TANJUNGSELOR,TJS,,TANJUNGSELOR
THANJAVUR,TJV,,THANJAVUR
TALKEETNA,TKA,,TALKEETNA
TEKADU,TKB,,TEKADU
TIKO,TKC,,TIKO
塔科拉迪,TKD,,TAKORADI
TENAKEE,TKE,,TENAKEE
TRUCKEE,TKF,,TRUCKEE
BANDARLAMPUN,TKG,,BANDARLAMPUNGBRANTI
TAKHLI,TKH,,TAKHLI
TOKEEN,TKI,,TOKEEN
TOK,TKJ,,TOK
TRUK,TKK,,TRUK
TOKUNOSHIMA,TKN,,TOKUNOSHIMA
TLOKOENG,TKO,,TLOKOENG
TAKAPOTO,TKP,,TAKAPOTO
基戈马,TKQ,,KIGOMA
塔古尔冈,TKR,,THAKURGAON
达俯,TKT,,TAK
图尔库,TKU,,TURKU
TATAKOTO,TKV,,TATAKOTO
TEKIN,TKW,,TEKIN
TAKAROA,TKX,,TAKAROA
TURKEYCREEK,TKY,,TURKEYCREEK
TOKOROA,TKZ,,TOKOROA
TELLER,TLA,,TELLER
TARBELA,TLB,,TARBELA
MEXICOCITYMO,TLC,,MEXICOCITYMORELOS
TULILODGE,TLD,,TULILODGE
TULEAR,TLE,,TULEAR
TELIDA,TLF,,TELIDA
TULAGHIISLAN,TLG,,TULAGHIISLAND
TALLAHASS,TLH,,TALLAHASS
TOLITOLI,TLI,,TOLITOLI
TATALINA,TLJ,,TATALINA
TALKNAFJORDU,TLK,,TALKNAFJORDUR
TLEMCENZENAT,TLM,,TLEMCENZENATA
士伦,TLN,,TOULON
TOL,TLO,,TOL
TUMOLBIL,TLP,,TUMOLBIL
TULUKSAK,TLT,,TULUKSAK
TOLU,TLU,,TOLU
TALASEA,TLW,,TALASEA
塔尔卡,TLX,,TALCA
CATALAO,TLZ,,CATALAO
TIFTON,TMA,,TIFTON
MIAMITAMIAMI,TMB,,MIAMITAMIAMI
TAMBOLAKA,TMC,,TAMBOLAKA
TIMBEDRA,TMD,,TIMBEDRA
TAME,TME,,TAME
TOMANGGONG,TMG,,TOMANGGONG
TANAHMERAH,TMH,,TANAHMERAH
TUMLINGTAR,TMI,,TUMLINGTAR
占小牧,TMK,,TAM-KY
塔马利,TML,,TAMALE
塔马塔夫,TMM,,TAMATAVE
TAMANA,TMN,,TAMANA
TUMEREMO,TMO,,TUMEREMO
坦佩蕾,TMP,,TAMPERE
TAMBAO,TMQ,,TAMBAO
TAMANRASSETA,TMR,,TAMANRASSETAGUEMAR
圣多美和普琳西比,TMS,,SAOTOMEIS
TROMBETAS,TMT,,TROMBETAS
TAMBOR,TMU,,TAMBOR
塔姆沃思,TMW,,TAMWORTH
TIMIMOUN,TMX,,TIMIMOUN
TIOM,TMY,,TIOM
泰晤士河,TMZ,,THAMES
TANAHGROGOT,TNB,,TANAHGROGOT
TINCITY,TNC,,TINCITY
特立尼达拉岛,TND,,TRINIDAD
TANEGASHIMA,TNE,,TANEGASHIMA
TOUSSUS-LE-N,TNF,,TOUSSUS-LE-NOBLE
丹吉尔,TNG,,TANGIER
SATNA,TNI,,SATNA
TANJUNGPINAN,TNJ,,TANJUNGPINANG
TUNUNAK,TNK,,TUNUNAK
TERNOPOL,TNL,,TERNOPOL
TAMARINDO,TNO,,TAMARINDO
TWENTYNINEPA,TNP,,TWENTYNINEPALMS
塔那那利佛,TNR,,ANTANANARIVO
TUNGSTEN,TNS,,TUNGSTEN
MIAMIDADECOL,TNT,,MIAMIDADECOLLIER
NEWTONMUNICI,TNU,,NEWTONMUNICIPAL
STUNGTRENG,TNX,,STUNGTRENG
TORRANCE,TOA,,TORRANCE
TOBRUK,TOB,,TOBRUK
TOCCOA,TOC,,TOCCOA
TIOMAN,TOD,,TIOMAN
托泽尔,TOE,,TOZEUR
托木斯克,TOF,,TOMSK
TOGIAK,TOG,,TOGIAK
TORRES,TOH,,TORRES
TROYMUNICIPA,TOI,,TROYMUNICIPAL
MADRIDTORREJ,TOJ,,MADRIDTORREJONAFB
TOROKINA,TOK,,TOROKINA
托莱多,TOL,,TOLEDO
通布图,TOM,,TOMBOUCTOU
TONU,TON,,TONU
TOPEKABILLAR,TOP,,TOPEKABILLARD
TOCOPILLABAR,TOQ,,TOCOPILLABARRILES
多伦多,TOR,,TORRINGTONMUNICIPAL
TROMSO,TOS,,TROMSO
托特内斯,TOT,,TOTNESS
TOUHO,TOU,,TOUHO
TOBOLSK,TOX,,TOBOLSK
图巴,TOZ,,TOUBA
TARAPOA,TPC,,TARAPOA
TAMPAPETEROK,TPF,,TAMPAPETEROKNIGHT
TAIPING,TPG,,TAIPING
TONOPAH,TPH,,TONOPAH
TAPINI,TPI,,TAPINI
塔普勒琼,TPJ,,TAPLEJUNG
TAPAKTUAN,TPK,,TAPAKTUAN
TEMPLE,TPL,,TEMPLE
TIPUTINI,TPN,,TIPUTINI
TARAPOTO,TPP,,TARAPOTO
特皮克,TPQ,,TEPIC
TOMPRICE,TPR,,TOMPRICE
特拉帕尼,TPS,,TRAPANI
TAPETE,TPT,,TAPETE
TALUQAN,TQN,,TALUQAN
TRESESQUINAS,TQS,,TRESESQUINAS
TARAMAJIMATA,TRA,,TARAMAJIMATARAMA
TURBOGONZALO,TRB,,TURBOGONZALO
TORREON,TRC,,TORREON
特隆赫姆,TRD,,FTRONDHEIM
TIREE,TRE,,TIREE
奥斯陆,TRF,,OSLO
TAURANGA,TRG,,TAURANGA
TRONA,TRH,,TRONA
BRISTOL,TRI,,BRISTOL
TARAKBITS,TRJ,,TARAKBITS
TARAKAN,TRK,,TARAKAN
THERMAL,TRM,,THERMAL
塔里,TRO,,TAREE
TARAUACA,TRQ,,TARAUACA
TRINCOMALEEC,TRR,,TRINCOMALEECHINABAY
的里雅斯特,TRS,,TRIESTE
TREMONTON,TRT,,TREMONTON
特鲁希略,TRU,,TRUJILLO
TRIVANDRUMIN,TRV,,TRIVANDRUMINTL
TARAWABONRIK,TRW,,TARAWABONRIKI
TRENTONMEMOR,TRX,,TRENTONMEMORIAL
托罗罗,TRY,,TORORO
TIRUCHIRAPAL,TRZ,,TIRUCHIRAPALLYCIVIL
楚梅布,TSB,,TSUMEB
TAISHA,TSC,,TAISHA
TSHIPISE,TSD,,TSHIPISE
TSELINOGRAD,TSE,,TSELINOGRAD
VENICETREVIS,TSF,,VENICETREVISO
TANACROSS,TSG,,TANACROSS
奇卡帕,TSH,,TSHIKAPA
TSILITSILI,TSI,,TSILITSILI
TSUSHIMA,TSJ,,TSUSHIMA
TASKUL,TSK,,TASKUL
TAMUIN,TSL,,TAMUIN
TAOS,TSM,,TAOS
ISLESOFSCILL,TSO,,ISLESOFSCILLYTRESCO
TEHACHAPI,TSP,,TEHACHAPI
蒂米什瓦拉,TSR,,TIMISOARA
NYE34THSTREE,TSS,,NYE34THSTREETH/P
董里,TST,,TRANG
南塔比特韦亚,TSU,,TABITEUEASOUTH
汤斯维尔,TSV,,TOWNSVILLE
TSEWI,TSW,,TSEWI
TANJUNGSANTA,TSX,,TANJUNGSANTAN
TASIKMALAYA,TSY,,TASIKMALAYA
TSETSERLEG,TSZ,,TSETSERLEG
TANTAN,TTA,,TANTAN
TORTOLIARBAT,TTB,,TORTOLIARBATAX
TALTAL,TTC,,TALTAL
TROUTDALE,TTD,,TROUTDALE
TERNATEBABUL,TTE,,TERNATEBABULLAH
THUMRAIT,TTH,,THUMRAIT
TETIAROAIS.,TTI,,TETIAROAIS.
TOTTENHAMHAL,TTK,,TOTTENHAMHALESTATION
TURTLEISLAND,TTL,,TURTLEISLAND
TABLONDETAMA,TTM,,TABLONDETAMARA
TRENTONMERCE,TTN,,TRENTONMERCERCO.
BRITTONMUNIC,TTO,,BRITTONMUNICIPAL
TORTUQUERO,TTQ,,TORTUQUERO
TANATORAJA,TTR,,TANATORAJA
TSARATANANA,TTS,,TSARATANANA
台东,TTT,,TAITUNG
TETUANS.RAME,TTU,,TETUANS.RAMEL
TULCAN,TUA,,TULCAN
TUBUAI,TUB,,TUBUAI
TUCUMANMATIE,TUC,,TUCUMANMATIENZO
坦巴昆达,TUD,,TAMBACOUNDA
TUPILE,TUE,,TUPILE
图尔,TUF,,TOURS
土格加劳,TUG,,TUGUEGARAO
TULLAHOMAARN,TUH,,TULLAHOMAARNOLDAFS
TURAIF,TUI,,TURAIF
TUM,TUJ,,TUM
TURBAT,TUK,,TURBAT
塔尔萨,TUL,,TULSA
TUMUT,TUM,,TUMUT
TAUPO,TUO,,TAUPO
TUPELO,TUP,,TUPELO
图冈,TUQ,,TOUGAN
TUCURUI,TUR,,TUCURUI
图森,TUS,,TUCSON
TAUTA,TUT,,TAUTA
塔布克,TUU,,TABUK
图库皮塔,TUV,,TUCUPITA
TUBALA,TUW,,TUBALA
TUMBLERRIDGE,TUX,,TUMBLERRIDGE
TULUM,TUY,,TULUM
TUCUMA,TUZ,,TUCUMA
MORAFENOBE,TVA,,MORAFENOBE
TRAVERSE,TVC,,TRAVERSE
THIEFRIVERFA,TVF,,THIEFRIVERFALLS
LAKETAHOE,TVL,,LAKETAHOE
TAVEUNIMATEI,TVU,,TAVEUNIMATEI
DAWE,TVY,,DAWE
TWINHILLS,TWA,,TWINHILLS
图文巴,TWB,,TOOWOOMBA
PORTTOWNSEND,TWD,,PORTTOWNSEND
TAYLOR,TWE,,TAYLOR
TWINFALLS,TWF,,TWINFALLS
CATALINAIS.T,TWH,,CATALINAIS.TWOHARBOR
TEWANTIN,TWN,,TEWANTIN
TORWOOD,TWP,,TORWOOD
TAWITAWI,TWT,,TAWITAWI
斗湖,TWU,,TAWAU
TAWA,TWY,,TAWA
MOUNTCOOKPUK,TWZ,,MOUNTCOOKPUKAKI/TWIZ
TEXARKANA,TXK,,TEXARKANA
TEMINABUAN,TXM,,TEMINABUAN
TANBAR,TXR,,TANBAR
塔布,TXU,,TABOU
图拉,TYA,,TULA
TIBOOBURRA,TYB,,TIBOOBURRA
TYNDA,TYD,,TYNDA
TYONEK,TYE,,TYONEK
TORSBYFRYKLA,TYF,,TORSBYFRYKLANDA
THYLUNGRA,TYG,,THYLUNGRA
塔拉拉,TYL,,TALARA
STANIELCAY,TYM,,STANIELCAY
TOBERMOREY,TYP,,TOBERMOREY
泰勒,TYR,,TYLER
诺克斯维尔,TYS,,KNOXVILLE
TREINTAYTRES,TYT,,TREINTAYTRES
TAYLOR,TYZ,,TAYLOR
BELIZEMUNICI,TZA,,BELIZEMUNICIPAL
TIZIMIN,TZM,,TIZIMIN
SOUTHANDROS,TZN,,SOUTHANDROS
特拉布宗,TZX,,TRABZON
SANLUISRIOCO,UAC,,SANLUISRIOCOLORADO
MOUNTAUE,UAE,,MOUNTAUE
UAHUKA,UAH,,UAHUKA
苏艾,UAI,,SUAI
NARSARSUAQ,UAK,,NARSARSUAQ
LUAU,UAL,,LUAU
GUAMANDERSON,UAM,,GUAMANDERSONAFB
UAPOU,UAP,,UAPOU
圣胡安,UAQ,,SANJUAN
SAMBURU,UAS,,SAMBURU
UAXACTUN,UAX,,UAXACTUN
UBERABA,UBA,,UBERABA
MABUIAGISLAN,UBB,,MABUIAGISLAND
BUIN,UBI,,BUIN
UBEYAMAGUCHI,UBJ,,UBEYAMAGUCHI
UBONRATCHATH,UBP,,UBONRATCHATH
COLUMBUSLOWN,UBS,,COLUMBUSLOWNDESCOUNT
UBATUBA,UBT,,UBATUBA
KALUMBURU,UBU,,KALUMBURU
UTICAONEIDAC,UCA,,UTICAONEIDACTY
EUNICE,UCE,,EUNICE
LUTSK,UCK,,LUTSK
布坎南,UCN,,BUCHANAN
UKHTA,UCT,,UKHTA
UNIONCITY,UCY,,UNIONCITY
UNDARRA,UDA,,UNDARRA
PALMSPRINGSB,UDD,,PALMSPRINGSBERMUDA
UDENVOLKEL,UDE,,UDENVOLKEL
UBERLANDIA,UDI,,UBERLANDIA
UZHGOROD,UDJ,,UZHGOROD
UDINE,UDN,,UDINE
UDOMXAY,UDO,,UDOMXAY
UDAIPURDABOK,UDR,,UDAIPURDABOK
昆士敦,UEE,,QUEENSTOWN
克利马内,UEL,,QUELIMANE
KUMEJIMA,UEO,,KUMEJIMA
WAUKESHA,UES,,WAUKESHA
基达,UET,,QUETTA
乌法,UFA,,UFA
布尔干,UGA,,BULGAN
PILOTPOINTUG,UGB,,PILOTPOINTUGASHIK
URGENCH,UGC,,URGENCH
UGANIK,UGI,,UGANIK
WAUKEGANMEMO,UGN,,WAUKEGANMEMORIAL
UIGECARMONA,UGO,,UIGECARMONA
基布多,UIB,,QUIBDO
QUINHON,UIH,,QUINHON
UTILAISLAND,UII,,UTILAISLAND
UST-ILIMSK,UIK,,UST-ILIMSK
QUILLAYUTE,UIL,,QUILLAYUTE
QUINCYIL,UIN,,QUINCYIL
QUINEHILL,UIQ,,QUINEHILL
QUIRINDI,UIR,,QUIRINDI
JALUIT,UIT,,JALUIT
UJAEISLAND,UJE,,UJAEISLAND
神户,UKB,,KOBE
UKIAH,UKI,,UKIAH
UST-KAMENOGO,UKK,,UST-KAMENOGORSK
WAUKONMUNICI,UKN,,WAUKONMUNICIPALARPT
MUKEIRAS,UKR,,MUKEIRAS
QUAKERTOWNUP,UKT,,QUAKERTOWNUPPERBUCK
努库阿洛法,UKU,,NUKU
UST-KUT,UKX,,UST-KUT
SANJULIAN,ULA,,SANJULIAN
ULEI,ULB,,ULEI
圣地亚哥,ULC,,SANTIAGO
乌伦迪,ULD,,ULUNDI
SULE,ULE,,SULE
ULGII,ULG,,ULGII
ULITHI,ULI,,ULITHI
MULL,ULL,,MULL
NEWULM,ULM,,NEWULM
乌兰固木,ULO,,ULAANGOM
QUILPIE,ULP,,QUILPIE
TULUAFARFAN,ULQ,,TULUAFARFAN
MULATOS,ULS,,MULATOS
古卢,ULU,,GULU
ULUSABA,ULX,,ULUSABA
乌里扬诺夫斯克,ULY,,ULYANOVSK
ULIASTAI,ULZ,,ULIASTAI
PUNTADEMAISI,UMA,,PUNTADEMAISI
UMNAKISLAND,UMB,,UMNAKISLAND
UMBA,UMC,,UMBA
UUMMANNAQ,UMD,,UUMMANNAQ
UMEAA,UME,,UMEAA
QUINCEMIL,UMI,,QUINCEMIL
SUMMIT,UMM,,SUMMIT
伍默拉,UMR,,WOOMERA
UMIAT,UMT,,UMIAT
UMUARAMAER.G,UMU,,UMUARAMAER.GEISEL
苏梅,UMY,,SUMY
UNGUIA,UNC,,UNGUIA
KUNDUZ,UND,,KUNDUZ
QACHASNEK,UNE,,QACHASNEK
KIUNGA,UNG,,KIUNGA
UNIONISLAND,UNI,,UNIONISLAND
UNALAKLEET,UNK,,UNALAKLEET
拉农,UNN,,RANONG
UNDERKHAAN,UNR,,UNDERKHAAN
UMNAKISLANDU,UNS,,UMNAKISLANDUMNAK
UNSTSHETLAND,UNT,,UNSTSHETLANDISLAND
JUNEAUDODGEC,UNU,,JUNEAUDODGECTY
BUOL,UOL,,BUOL
MUONGSAI,UON,,MUONGSAI
SEWANEEFRANK,UOS,,SEWANEEFRANKLNCO
UNIVERSITY/O,UOX,,UNIVERSITY/OXFORD
PUNTAALEGRE,UPA,,PUNTAALEGRE
PUERTOLACRUZ,UPC,,PUERTOLACRUZ
PFORHEIM,UPF,,PFORHEIM
乌戎潘当,UPG,,UJUNGPANDANG
乌帕拉,UPL,,UPALA
乌鲁阿潘,UPN,,URUAPAN
UPOLUPOINT,UPP,,UPOLUPOINT
UPIARA,UPR,,UPIARA
QUEEN,UQE,,QUEEN
URALSK,URA,,URALSK
URUBUPUNGAE.,URB,,URUBUPUNGAE.POCHLER
库雷萨雷,URE,,KURESSAARE
URUGUAIANARB,URG,,URUGUAIANARBERTA
URIBE,URI,,URIBE
URAJ,URJ,,URAJ
URIMAN,URM,,URIMAN
ROUENBOOS,URO,,ROUENBOOS
URRAO,URR,,URRAO
库尔斯克,URS,,KURSK
素叻,URT,,SURATTHANI
GURAYAT,URY,,GURAYAT
URUZGAN,URZ,,URUZGAN
乌斯怀亚,USH,,USHUAIA
马巴鲁马,USI,,MABARUMA
USINSK,USK,,USINSK
USELESSLOOP,USL,,USELESSLOOP
KOHSAMUI,USM,,KOHSAMUI
ULSAN,USN,,ULSAN
USINO,USO,,USINO
SANCTISPIRIT,USS,,SANCTISPIRITUS
ST.AUGUSTINE,UST,,ST.AUGUSTINE
BUSUANGA,USU,,BUSUANGA
穆塔雷,UTA,,MUTARE
MUTTABURRA,UTB,,MUTTABURRA
UTRECHTSOEST,UTC,,UTRECHTSOESTERBRG
NUTWOODDOWNS,UTD,,NUTWOODDOWNS
长白山,NBS,长白山,
古廷,UTG,,QUTHING
UDONTHANIUDO,UTH,,UDONTHANIUDORN
KOUVOLAUTTI,UTI,,KOUVOLAUTTI
UTIRIK,UTK,,UTIRIK
TORREMOLINOS,UTL,,TORREMOLINOS
UPINGTONMUNI,UTN,,UPINGTONMUNICIPAL
UTOPIACREEK,UTO,,UTOPIACREEK
UTAPAO,UTP,,UTAPAO
程逸,UTR,乌达拉迪,UTTARADIT
UMTATAMATAMZ,UTT,,UMTATAMATAMZIMA
USTUPO,UTU,,USTUPO
昆士敦,UTW,,QUEENSTOWN
BUGULMA,UUA,,BUGULMA
乌兰乌德,UUD,,ULAN-UDE
KUPARUK,UUK,,KUPARUK
西乌尔特,UUN,,BARUUN-URT
YUZHNO/SAKHA,UUS,,YUZHNO/SAKHALINSK
MANUMU,UUU,,MANUMU
UVALDE,UVA,,UVALDE
OUVEAOULOUP,UVE,,OUVEAOULOUP
NEWVALLEYKHA,UVL,,NEWVALLEYKHARGA
UVOL,UVO,,UVOL
WARE,UWA,,WARE
尼亚拉,UYL,,NYALA
UNAYZAH,UZH,,UNAYZAH
CURUZUCUATIA,UZU,,CURUZUCUATIA
瓦萨,VAA,,VAASA
YAVARATE,VAB,,YAVARATE
VALDOSTAMOOD,VAD,,VALDOSTAMOODYAFB
VALENCECHABE,VAF,,VALENCECHABEUIL
VARGINHATROM,VAG,,VARGINHATROMPOWSKY
瓦尼莫,VAI,,VANIMO
CHEVAK,VAK,,CHEVAK
VALENCA,VAL,,VALENCA
SUAVANAOAIRS,VAO,,SUAVANAOAIRSTRIP
瓦尔帕莱索,VAP,,VALPARAISO
瓦尔纳,VAR,,VARNA
锡瓦斯,VAS,,SIVAS
VATOMANDRY,VAT,,VATOMANDRY
VATUKOULA,VAU,,VATUKOULA
VAVAULUPEPAU,VAV,,VAVAULUPEPAUU
VARDOELUFTHA,VAW,,VARDOELUFTHAUN
VALDISERE,VAZ,,VALDISERE
LOMPOCVANDEN,VBG,,LOMPOCVANDENBERGAFB
VERONA,VBS,,VERONA
VANUABALAVU,VBV,,VANUABALAVU
VISBY,VBY,,VISBY
芹苴市,VCA,,CANTHO
VIEWCOVE,VCB,,VIEWCOVE
林贝,VCC,,LIMBE
VICTORIAR.DO,VCD,,VICTORIAR.DOWNS
VALCHETA,VCF,,VALCHETA
VICHADERO,VCH,,VICHADERO
圣保罗,VCP,,SAOPAULO
CARORA,VCR,,CARORA
维多利亚,VCT,,VICTORIA
VICTORVILLE,VCV,,VICTORVILLE
GRAYLING,KGX,,GRAYLING
金格罗伊,KGY,,KINGAROY
GLACIERCREEK,KGZ,,GLACIERCREEK
KHANEK,KHA,,KHANEK
刻赤,KHC,,KERCH
赫尔松,KHE,,KHERSON
KAUHAJOKI,KHJ,,KAUHAJOKI
KHARK,KHK,,KHARK
库尔纳,KHL,,KHULNA
KHAMTI,KHM,,KHAMTI
KHOKAMOYA,KHO,,KHOKAMOYA
KHARKHORIN,KHR,,KHARKHORIN
KHASAB,KHS,,KHASAB
霍斯特,KHT,,KHOST
KREMENCHUG,KHU,,KREMENCHUG
KHWAIRIVERLO,KHW,,KHWAIRIVERLODGE
KAIAPIT,KIA,,KAIAPIT
IVANOFFBAY,KIB,,IVANOFFBAY
KINGCITY,KIC,,KINGCITY
KRISTIANSTAD,KID,,KRISTIANSTAD
KIETAAROPA,KIE,,KIETAAROPA
KINGFISHERLA,KIF,,KINGFISHERLAKE
KOINGNAAS,KIG,,KOINGNAAS
KISHISLAND,KIH,,KISHISLAND
基尔库克,KIK,,KIRKUK
KILWA,KIL,,KILWA
金伯利,KIM,,KIMBERLEY
KILI,KIO,,KILI
WITCHITAFALL,KIP,,WITCHITAFALLSKICKAPO
KIRA,KIQ,,KIRA
KERRYCOUNTY,KIR,,KERRYCOUNTY
基苏木,KIS,,KISUMU
KITHIRA,KIT,,KITHIRA
KIUNGA,KIU,,KIUNGA
KISHINEV,KIV,,KISHINEV
基特维,KIW,,KITWE
KILWA,KIY,,KILWA
KIKINONDA,KIZ,,KIKINONDA
克拉斯诺雅茨克,KJA,,KRASNOYARSK
KERAMA,KJP,,KERAMA
KAMIRABA,KJU,,KAMIRABA
KOYUK,KKA,,KOYUK
KITOI,KKB,,KITOI
孔敬,KKC,,KHONKAEN
KOKODA,KKD,,KOKODA
KERIKERI,KKE,,KERIKERI
KONAWARUK,KKG,,KONAWARUK
KONGIGANAK,KKH,,KONGIGANAK
AKIACHAK,KKI,,AKIACHAK
KALAKAKETCRE,KKK,,KALAKAKETCREEK
华富里,KKM,,LOPBURI
KIRKENES,KKN,,KIRKENES
KAIKOHE,KKO,,KAIKOHE
KOOLBURRA,KKP,,KOOLBURRA
KAUKURAATOLL,KKR,,KAUKURAATOLL
KENTLAND,KKT,,KENTLAND
EKUK,KKU,,EKUK
基奎特,KKW,,KIKWIT
KIKAIGASHIMA,KKX,,KIKAIGASHIMA
基尔肯尼,KKY,,KILKENNY
KOHKONG,KKZ,,KOHKONG
卡拉博,KLB,,KALABO
考拉克,KLC,,KAOLACK
卡埃雷,KLE,,KAELE
卡卢加,KLF,,KALUGA
KALSKAG,KLG,,KALSKAG
KOLHAPUR,KLH,,KOLHAPUR
KOTAKOLI,KLI,,KOTAKOLI
克莱佩达,KLJ,,KLAIPEDA
KALOKOL,KLK,,KALOKOL
LEVELOCK,KLL,,LEVELOCK
LARSENBAY,KLN,,LARSENBAY
KALIBO,KLO,,KALIBO
KELPBAY,KLP,,KELPBAY
居銮,KLQ,,KELUANG
卡尔马,KLR,,KALMAR
KELSOLONGVIE,KLS,,KELSOLONGVIEW
克拉根富,KLU,,KLAGENFURT
KLAWOCK,KLW,,KLAWOCK
卡拉马塔,KLX,,KALAMATA
KALIMA,KLY,,KALIMA
KLEINZEE,KLZ,,KLEINZEE
凯里马,KMA,,KEREMA
KOINAMBE,KMB,,KOINAMBE
MCCORD,KMC,,MCCORD
MANDJI,KMD,,MANDJI
KAMEMBE,KME,,KAMEMBE
KAMINA,KMF,,KAMINA
库鲁曼,KMH,,KURUMAN
MAKABANA,KMK,,MAKABANA
KAMILEROI,KML,,KAMILEROI
KIMAM,KMM,,KIMAM
KAMINA,KMN,,KAMINA
MANOKOTAK,KMO,,MANOKOTAK
KEETMANSHOOP,KMP,,KEETMANSHOOPDERWATH
KARIMUI,KMR,,KARIMUI
库马西,KMS,,KUMASI
KAMPOT,KMT,,KAMPOT
KISMAYU,KMU,,KISMAYU
KALEMYO,KMV,,KALEMYO
科斯特罗马,KMW,,KOSTROMA
KHAMISMUSHAI,KMX,,KHAMISMUSHAIT
MOSERBAY,KMY,,MOSERBAY
考马,KMZ,,KAOMA
VINADELMAR,KNA,,VINADELMAR
KANAB,KNB,,KANAB
金杜,KND,,KINDU
KANAINJ,KNE,,KANAINJ
KAIMANA,KNG,,KAIMANA
金门,KNH,金门机场,KINMENSHANGYI
卡坦宁,KNI,,KATANNING
KINDAMBA,KNJ,,KINDAMBA
KAKHONAK,KNK,,KAKHONAK
KELANOA,KNL,,KELANOA
KANIAMA,KNM,,KANIAMA
康康,KNN,,KANKAN
KNOKKE/HETZO,KNO,,KNOKKE/HETZOUTE
CAPANDA,KNP,,CAPANDA
KONE,KNQ,,KONE
KANGANJAM,KNR,,KANGANJAM
KINGISLANDAR,KNS,,"KINGISLANDARPT,TASMA"
KENNETT,KNT,,KENNETT
KANPUR,KNU,,KANPUR
NEWSTUYAHOK,KNW,,NEWSTUYAHOK
库努纳拉,KNX,,KUNUNURRA
金泽,KNZ,,KENIEBA
KONA,KOA,,KONA
KOUTABA,KOB,,KOUTABA
KOUMAC,KOC,,KOUMAC
KOTABANGUN,KOD,,KOTABANGUN
KUPANGELTARI,KOE,,KUPANGELTARI
KOMATIPOORT,KOF,,KOMATIPOORT
KHONGKHONGIS,KOG,,KHONGKHONGIS.
KOOLATAH,KOH,,KOOLATAH
KIRKWALL,KOI,,KIRKWALL
科科拉,KOK,,KOKKOLA
KOUMALA,KOL,,KOUMALA
KOMO-MANDA,KOM,,KOMO-MANDA
KONTUM,KON,,KONTUM
KONGOLO,KOO,,KONGOLO
那空帕农,KOP,,NAKHONPHANOM
KOKORO,KOR,,KOKORO
KOMPONGSOM,KOS,,KOMPONGSOM
KOTLIK,KOT,,KOTLIK
库拉穆图,KOU,,KOULAMOUTOU
KOKCHETAV,KOV,,KOKCHETAV
KOKONAO,KOX,,KOKONAO
OLGABAY,KOY,,OLGABAY
OUZINKIE,KOZ,,OUZINKIE
KOPIAGO,KPA,,KOPIAGO
POINTBAKER,KPB,,POINTBAKER
PORTCLARENCE,KPC,,PORTCLARENCE
KINGOFPRUSSI,KPD,,KINGOFPRUSSIA
YAPSIEI,KPE,,YAPSIEI
KURUPUNG,KPG,,KURUPUNG
PAULOFFHARBO,KPH,,PAULOFFHARBOR
加帛,KPI,,KAPIT
PARKS,KPK,,PARKS
KOMPIAM,KPM,,KOMPIAM
KIPNUK,KPN,,KIPNUK
POHANG,KPO,,POHANG
KALPOWAR,KPP,,KALPOWAR
PORTWILLIAMS,KPR,,PORTWILLIAMS
肯普西,KPS,,KEMPSEY
JACKPOT,KPT,,JACKPOT
PERRYVILLE,KPV,,PERRYVILLE
PORTBAILEY,KPY,,PORTBAILEY
AKUTAN,KQA,,AKUTAN
KOL,KQL,,KOL
KERANG,KRA,,KERANG
KARUMBA,KRB,,KARUMBA
KERINCI,KRC,,KERINCI
KURUNDI,KRD,,KURUNDI
基龙多,KRE,,KIRUNDO
KRAMFORS,KRF,,KRAMFORS
KARASABAI,KRG,,KARASABAI
KIKORI,KRI,,KIKORI
KARAWARI,KRJ,,KARAWARI
克拉科夫,KRK,,KRAKOW
KARANAMBO,KRM,,KARANAMBO
基律纳,KRN,,KIRUNA
库尔干,KRO,,KURGAN
KARUP,KRP,,KARUP
KRAMATORSK,KRQ,,KRAMATORSK
克拉斯诺达尔,KRR,,KRASNODAR
克里斯蒂安桑,KRS,,KRISTIANSAND
KERAU,KRU,,KERAU
KERIOVALLEY,KRV,,KERIOVALLEY
克拉斯诺夫斯克,KRW,,KRASNOVODSK
KARKAR,KRX,,KARKAR
